nickname,userProvince,userLevelName,userClientShow,isMobile,score,creationTime,referenceTime,days,referenceId,content
j***3,北京,金牌会员,来自京东Android客户端,TRUE,5,2016/11/19 19:32,2016/11/10 18:15,9,1665416,冲着海尔的品牌及售后买的。洗衣机够份量，送货小伙费好大劲才背到四楼，看着都累，装好后我给水他也不喝。小伙你辛苦了。后来发现包装箱还有块防鼠板没有安装，家里没有老鼠，就先不装了。喜欢以下功能：一级节能；变频滚筒；有烘干功能（经常下雨，有时衣服好几天都不干）真是太好了。总之大品牌，性价比又不错，值得购买
j***n,,银牌会员,,FALSE,5,2016/11/10 16:07,2016/11/5 19:27,5,1665416,洗衣机漂亮，非常静音 效果很好，质量好服务好，售后有保障，价格比实体店优惠。送货安装及时到位，安装师傅服务态度也很好。非常满意的一次网购。买家电上京东。真心不错。
桃园魔鬼,北京,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/7 23:40,2016/12/26 0:19,12,1665416,质量很好，上门安装及时仔细，试了一下很简便，洗衣时间也很快，外观简洁大方，非常满意
jd187210quw,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/30 7:11,2016/12/26 0:37,4,1665416,相信海尔，下单第二天就到货，安装好就试洗了一下，声音也很小，洗的也很干净，以后可以不用在冷水里手洗了
神***6,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/14 17:59,2016/11/11 0:39,3,1665416,双11下单的，比平时便宜了不少，本来以为送货会很慢，提示17号，没想到12号一早就送来了，洗衣机不错，信赖海尔。
j***s,,银牌会员,来自京东Android客户端,TRUE,5,2016/11/12 20:20,2016/11/10 22:50,2,1665416,东西真心的不错，声音小，很适合郑州这样的天气；安装师傅很热情，详细讲解各个使用功能，支持国产，支持海尔
j***4,,金牌会员,来自京东Android客户端,TRUE,5,2017/2/8 12:32,2017/2/7 14:30,1,1665416,安装师傅没有跟快递一起来，所以没开箱，拍不了照！包装外面有水渍！
j***y,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/12/16 10:39,2016/12/12 9:20,4,1665416,洗衣机来了，物流很快、安装师傅也给力！不错值得推荐、高端大气上档次，价格也是很给力。
晨***2,,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/15 14:17,2016/11/10 16:42,5,1665416,第二天就到货了，洗衣机外包装完好，安装师傅安装仔细认真，教了使用注意细节，洗衣机外观很漂亮
愿***尽,浙江,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/15 15:26,2016/12/12 0:23,34,1665416,好尴尬洗衣机我都不会用。洗了两次。烘了一次。感觉烘干功能太鸡肋
康***业,浙江,银牌会员,来自京东Android客户端,TRUE,5,2016/12/13 18:47,2016/12/12 16:24,1,1665416,昨天买的今天就到了，价格比**还便宜了100，刚刚使用还不怎么会 慢慢研究吧
g360b,江苏,钻石会员,,FALSE,5,2016/11/15 10:28,2016/11/11 1:06,4,1665416,洗衣机还是很好看的，放在柜子里也刚刚好，看中的是功能多，能烘干，能洗羽绒服，试了下脱水，没什么声音，其他功能以后再试。
j***p,北京,金牌会员,来自京东Android客户端,TRUE,5,2016/11/19 20:10,2016/11/11 13:17,8,1665416,赶上双11，速度慢点可以理解，价格实惠，送货员态度很好，卖力气搬到六层，特别值得赞一个。
小***人,,PLUS会员,来自京东Android客户端,TRUE,5,2016/11/16 9:31,2016/11/11 15:43,5,1665416,东西不错，东西太重超出我的想象，两个人抬都费劲，一直信赖jd！使用后外来追评！
坑***坑,北京,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 16:09,2016/11/2 9:43,10,1665416,收到货就赶紧洗了好几次衣服，各种模式都试了试，超好用，够大洗的衣服也多，晾了一阳台！
Y***7,,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/20 22:21,2017/1/19 17:11,1,1665416,"这个用是很方便，洗衣和烘干时间太长了。
送货司机很好"
黑***熊,河南,金牌会员,来自京东Android客户端,TRUE,5,2016/11/18 22:49,2016/11/11 16:43,7,1665416,双11买的，价格实惠，物流速度快。信赖海尔品牌，洗衣机够大，功能够用，使用简单方便。
中***节,,钻石会员,来自京东Android客户端,TRUE,5,2016/12/3 6:51,2016/11/10 0:40,23,1665416,洗衣机很静，比波轮的洗得干净很多，干衣也很好，不过一次不能放太多衣物！
l***p,四川,金牌会员,,FALSE,5,2016/11/19 22:40,2016/11/10 23:14,9,1665416,灰常的棒，双十一买的，优惠力度大，物流也是超级给力，师傅十分细心，安装也十分方便。
j***e,,金牌会员,,FALSE,5,2016/11/17 20:53,2016/11/11 0:13,6,1665416,洗衣机不错的，以前一直用波轮洗衣机，第一次用滚筒，非常省水，脱水声音也并没有想象中的大，家里刚来了暖气，暂时不需要烘干功能，目前为止，对洗衣机还是很满意的。
a***n,江苏,金牌会员,来自京东Android客户端,TRUE,5,2016/12/15 14:14,2016/12/12 5:06,3,1665416,日日顺物流很快，第二天早上就送货了。到家，师傅还帮忙安装了，蛮好的。
生***2,广东,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/20 9:21,2016/11/10 21:39,10,1665416,海尔品牌，值得信赖，性价比高，虽然还未使用，家人看到挺喜欢的，京东物流也钢钢的，全给五星。
z***7,,PLUS会员,来自京东iPhone客户端,TRUE,5,2016/11/19 19:58,2016/11/5 23:59,14,1665416,物流很快，洗衣机更是给力。双十一入手，本来没打算安装，不过忍不住啦?
j***r,山东,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/18 13:18,2016/11/10 22:30,8,1665416,京东服务还是很满意的 海尔一如既往的好 虽然双十一送货还是非常迅速的
j***叶,,金牌会员,来自京东Android客户端,TRUE,5,2016/11/15 9:36,2016/11/4 9:02,11,1665416,不错，很好用，老公说烘干很好用，烘衬衫牛仔裤一次要烘2小时，总体满意！
j***2,四川,钻石会员,来自京东iPhone客户端,TRUE,5,2016/12/24 22:51,2016/11/11 1:00,43,1665416,送货上门很快，安装也很快，空洗试了几下，噪音还小，比预想的好多了
j***b,,金牌会员,来自京东Android客户端,TRUE,5,2016/12/31 14:47,2016/12/26 1:37,5,1665416,挺好的，还没用，送货快，售后给安装挺耐心，等过几天用了再追加。
廊坊小妖,北京,PLUS会员,,FALSE,5,2016/11/15 22:12,2016/11/11 9:15,4,1665416,洗衣机外观漂亮，试用了一下很不错，物流很给力，送货师傅亲自送到楼上，还给安装完毕才离开，全程微笑服务，海尔产品，值得信赖
3***1,四川,金牌会员,,FALSE,5,2016/11/14 13:39,2016/11/11 0:06,3,1665416,双11买的，12号就送到了，洗衣机不错，京东送货就是快，服务也好，很赞/
j***n,山东,金牌会员,来自京东iPhone客户端,TRUE,5,2016/12/29 8:30,2016/12/26 10:12,3,1665416,不错，快递很准时，谢谢快递哥帮忙抬下旧洗衣机去。
l***r,福建,钻石会员,来自京东Android客户端,TRUE,5,2016/11/12 20:03,2016/11/10 0:14,2,1665416,海尔海尔海尔售后送货上门安装调试搬上来住他都不错支持还
7***5,浙江,银牌会员,来自京东iPhone客户端,TRUE,5,2016/11/24 9:47,2016/11/10 6:44,14,1665416,这个速度真是快啊，早上下单中午就收到，太让人惊喜了
5***8,,钻石会员,来自京东Android客户端,TRUE,5,2016/12/2 14:05,2016/11/11 14:43,21,1665416,货收到了，不错不错，价格优美，外观挺漂亮，物流很快，满意满意
y***a,,PLUS会员,来自京东Android客户端,TRUE,5,2016/12/2 13:05,2016/11/10 10:20,22,1665416,双十一买的，帮同事购买的，价格很厚道，质量很可靠
z***1,,金牌会员,,FALSE,5,2017/2/6 21:10,2017/1/18 22:18,19,1665416,商品不错，功能强大。就是买的时候没有白色的了。京东送货可以就是安装不太给力，但通过沟通很好的解决了。唯一的缺点就是排水的声音比较大。就是买完了没几天就降价了100元，不太爽。
小***莱,,钻石会员,来自京东Android客户端,TRUE,5,2017/1/24 13:56,2016/11/11 19:09,74,1665416,用起来很方便，挺省水的
c***2,北京,PLUS会员,,FALSE,5,2016/11/29 15:17,2016/11/11 23:46,18,1665416,洗衣机不错，还没有安装
美***亲,,金牌会员,来自京东Android客户端,TRUE,5,2016/11/13 20:32,2016/11/10 7:16,3,1665416,确实不错，洗衣机特别好，物流也快，安装师傅也很好，今天洗了一桶衣服，很方便，也没有噪音，这个价格太值了，超赞
jd_156185fyg,,银牌会员,,FALSE,5,2016/11/13 22:53,2016/11/10 16:18,3,1665416,物流速度快，送货师傅态度好，机子功能齐全，很愉快的一次网购。
j***e,,金牌会员,,FALSE,5,2016/11/26 23:45,2016/11/10 1:22,16,1665416,第一次使用带烘干功能的洗衣机。选择海尔是因为相信海尔是全球国货。解放了阳台和劳动力。上出水还可以拖地。物流给力，安装到位。运行安静，烘干后的衣服特别柔软比晾晒的好很多。省水不省电。如果能够在里面用压缩机烘干衣服的话，可能会更环保。
h***儿,山西,钻石会员,,FALSE,5,2017/1/21 9:35,2017/1/16 9:32,5,1665416,商品超给力，买了全套的海尔，冰箱、洗衣机、热水器、燃气灶、油烟机，相信大品牌，赞一个！第二次购买全自动洗衣机了，第一次还送了炒锅。
l***d,广东,银牌会员,,FALSE,5,2016/11/19 21:46,2016/11/11 23:33,8,1665416,第一次在京东买东西，还是大型家电，胡乱摸索了下，一个小时下了单。服务很好，到货很快。刚好家里洗衣机底部渗水，想换一个，朋友双十一介绍的这款海尔洗衣机感觉性价比不错！早上安装好，按照师傅的介绍，下午立刻试用了，声音很小，说明书还没好好看，有空慢慢研究下。
j***q,,银牌会员,,FALSE,5,2016/11/26 23:50,2016/11/10 1:24,16,1665416,洗衣机外观大方好看漂亮，容量大又易操作好用，相信海尔的品质，家用电器几乎都是海尔，质量好，服务好，售前售后都很好，特别是售后服务好，谢谢海尔的客服，给海尔的服务赞一个，产品的质量让客户放心。 又省电，又省水，衣服洗的够干净利落。面板易操作
1***p,,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/16 23:10,2016/11/10 17:24,6,1665416,整体来说还是不错，15分钟快洗非常给力。但烘干慢 一套四件套洪了一个半小时 有点皱。羊毛洗这个功能比较喜欢省了很多干洗钱。双十一价格优惠，还是很划算。
超***1,,金牌会员,来自京东Android客户端,TRUE,5,2016/11/11 8:38,2016/11/1 10:21,10,1665416,实物比照片好看多啦！之前看图片感觉照片看上去就不像特别好的，不高大上！不过到货让我开心很多，（话说网上的图片可以换了）功能也很全，很好！喜欢海尔，喜欢兄弟！?
r***n,上海,PLUS会员,来自京东iPhone客户端,TRUE,5,2016/12/22 11:39,2016/12/12 21:09,10,1665416,比较了好几个洗衣机，最后选择海尔这个，性价比超高，还带烘干功能，对我们这些高楼房不能往外晒衣服的来说这个功能很重要，相信海尔的产品。准备再入海尔空调等。
狼***2,江苏,金牌会员,来自京东Android客户端,TRUE,5,2016/11/29 15:42,2016/11/10 6:31,19,1665416,虽然有点小瑕疵，但是京东售后很给力，面板螺丝孔坏了一个联系客服说一到三天售后上门坚定，结果第二天售后就上门了，问题解决了给京东点个赞，给售后点个赞\(≧▽≦)/
j***o,,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/23 10:20,2017/1/16 16:43,7,1665416,第二天就送货到家了，物流超快。后续服务人员也很给力，主动联系上门安装调试。总体来说，此次购买很愉快。2800到手，洗烘一体的
7***0,广东,金牌会员,,FALSE,5,2016/11/28 18:04,2016/11/11 14:19,17,1665416,洗衣机买回来后立即用了，声音很小而且又洗得很干净，这货物超所值！必需赞一个！
弹***雷,,钻石会员,来自京东iPhone客户端,TRUE,5,2016/11/15 18:08,2016/11/11 0:47,4,1665416,真的是比较意外啊，先在实体店看了 价钱一直都贵 没想到双十一抢到了。特别喜欢蒸干这一项功能 方便了很多啊，。送货师傅也比较好 ，提前到了就一直在大门口等。
y***n,湖北,金牌会员,来自京东iPhone客户端,TRUE,5,2017/1/9 23:55,2016/12/26 10:03,14,1665416,真的很不错哦，推荐购买，洗的很干净，并且不缠绕。烘干功能暂时还没有用。因为是买给妈妈的，所以海尔还专门有人教怎么用，推荐购买！！！
j***8,广东,金牌会员,来自京东iPhone客户端,TRUE,5,2016/11/11 19:16,2016/11/5 11:04,6,1665416,试过了，挺好用的，希望一直好。试过了，挺好用的，希望一直好。试过了，挺好用的，希望一直好。试过了，挺好用的，希望一直好。试过了，挺好用的，希望一直好。
霜***z,安徽,钻石会员,来自京东Android客户端,TRUE,5,2016/11/22 0:18,2016/11/10 1:01,12,1665416,双十一购买的，价格很实惠，但是一直无法到货，21日有货了，22日就到了，速度还是挺快的，安装师傅很负责任，态度很好，讲解很周到，海尔洗衣机品质一直都好，很值得购买
M***F,浙江,金牌会员,来自京东Android客户端,TRUE,5,2016/11/14 19:08,2016/11/11 3:58,3,1665416,很好，虽然有两处轻微损坏，但是看在质量外观的份上接受了，试用了下还好。希望不要说的晒单给*话费不要忘记，磕碰到的已经没有让你们赔了，希望说过的要说到做到。
